"Date de création";"Numéro de lettrage";"Numéro de police";"Prime TTC";"Date effet";"Echéance"
"2018-12-10 17:39:57";"";"AUX304138";"431329";"2017-06-19";"2018-12-10"
"2018-12-10 17:39:57";"";"AUX304490";"227926";"2017-08-28";"2018-12-10"
"2018-12-10 17:39:57";"SEC80228";"MAX284454";"37500";"2018-01-01";"2018-12-10"
"2018-12-10 17:39:57";"SEC80228";"MAX284454";"37500";"2018-04-01";"2018-12-10"
"2018-12-10 17:39:57";"SEC80228";"MAX284454";"37500";"2018-07-01";"2018-12-10"
"2018-12-10 17:39:57";"SEC80228";"MAX284454";"37500";"2018-10-01";"2018-12-10"
"2018-12-10 17:39:57";"SEC80228";"PLX304296";"4000";"2018-01-01";"2018-12-10"
"2018-12-10 17:39:57";"SEC80228";"PLX304296";"4000";"2018-04-01";"2018-12-10"
"2018-12-10 17:39:57";"SEC80228";"PLX304296";"4000";"2018-07-01";"2018-12-10"
"2018-12-10 17:39:57";"SEC80228";"PLX304296";"4000";"2018-10-01";"2018-12-10"
"2018-12-10 17:39:57";"";"RCX304334";"62500";"2017-01-01";"2018-12-10"
"2018-12-10 17:39:57";"SEC80228";"MAX284453";"37500";"2018-01-01";"2018-12-10"
"2018-12-10 17:39:57";"SEC80228";"MAX284453";"37500";"2018-04-01";"2018-12-10"
"2018-12-10 17:39:57";"SEC80228";"MAX284453";"37500";"2018-07-01";"2018-12-10"
"2018-12-10 17:39:57";"SEC80228";"MAX284453";"37500";"2018-10-01";"2018-12-10"
"2018-12-10 17:39:57";"SEC80228";"PLX304295";"4000";"2018-01-01";"2018-12-10"
"2018-12-10 17:39:57";"SEC80228";"PLX304295";"4000";"2018-04-01";"2018-12-10"
"2018-12-10 17:39:57";"SEC80228";"PLX304295";"4000";"2018-07-01";"2018-12-10"
"2018-12-10 17:39:57";"SEC80228";"PLX304295";"4000";"2018-10-01";"2018-12-10"
"2018-12-10 17:39:57";"SEC80228";"MAX284351";"62500";"2018-01-01";"2018-12-10"
"2018-12-10 17:39:57";"SEC80228";"MAX284351";"62500";"2018-04-01";"2018-12-10"
"2018-12-10 17:39:57";"";"MAX284434";"162500";"2017-01-01";"2018-12-10"
"2018-12-10 17:39:57";"SEC80228";"MAX284351";"62500";"2018-07-01";"2018-12-10"
"2018-12-10 17:39:57";"SEC80228";"MAX284351";"62500";"2018-10-01";"2018-12-10"
"2018-12-10 17:39:57";"SEC80228";"PLX304294";"10000";"2018-01-01";"2018-12-10"
"2018-12-10 17:39:57";"SEC80228";"PLX304294";"10000";"2018-04-01";"2018-12-10"
"2018-12-10 17:39:57";"SEC80228";"PLX304294";"10000";"2018-07-01";"2018-12-10"
"2018-12-10 17:39:57";"SEC80228";"PLX304294";"10000";"2018-10-01";"2018-12-10"
"2018-12-10 17:39:57";"SEC80228";"MAX284353";"137500";"2018-01-01";"2018-12-10"
"2018-12-10 17:39:57";"SEC80228";"MAX284353";"137500";"2018-04-01";"2018-12-10"
"2018-12-10 17:39:57";"SEC80228";"MAX284353";"137500";"2018-07-01";"2018-12-10"
"2018-12-10 17:39:57";"SEC80228";"MAX284353";"137500";"2018-10-01";"2018-12-10"
"2018-12-10 17:39:57";"";"PLX304335";"10000";"2017-01-01";"2018-12-10"
"2018-12-10 17:39:57";"SEC80228";"PLX304291";"10000";"2018-01-01";"2018-12-10"
"2018-12-10 17:39:57";"SEC80228";"PLX304291";"10000";"2018-04-01";"2018-12-10"
"2018-12-10 17:39:57";"SEC80228";"PLX304291";"10000";"2018-07-01";"2018-12-10"
"2018-12-10 17:39:57";"SEC80228";"PLX304291";"10000";"2018-10-01";"2018-12-10"
"2018-12-10 17:39:57";"SEC80102";"MAX284394";"112500";"2018-01-01";"2018-12-10"
"2018-12-10 17:39:57";"SEC80102";"PLX304312";"10000";"2018-01-01";"2018-12-10"
"2018-12-10 17:39:57";"SEC80122";"MAX284418";"112500";"2017-04-01";"2018-12-10"
"2018-12-10 17:39:57";"SEC80122";"MAX284418";"112500";"2017-07-01";"2018-12-10"
"2018-12-10 17:39:57";"SEC80122";"MAX284418";"112500";"2017-10-01";"2018-12-10"
"2018-12-10 17:39:57";"SEC80122";"PLX304214";"10000";"2017-04-01";"2018-12-10"
"2018-12-10 17:39:57";"DIVERS";"PLX304176";"10000";"2017-04-01";"2018-12-10"
"2018-12-10 17:39:57";"";"MAX284435";"162500";"2017-01-01";"2018-12-10"
"2018-12-10 17:39:57";"SEC80122";"PLX304214";"10000";"2017-07-01";"2018-12-10"
"2018-12-10 17:39:57";"SEC80122";"PLX304214";"10000";"2017-10-01";"2018-12-10"
"2018-12-10 17:39:57";"SEC80122";"RCX304215";"31250";"2017-04-01";"2018-12-10"
"2018-12-10 17:39:57";"SEC80122";"RCX304215";"31250";"2017-07-01";"2018-12-10"
"2018-12-10 17:39:57";"SEC80122";"RCX304215";"31250";"2017-10-01";"2018-12-10"
"2018-12-10 17:39:57";"SEC80122";"MAX284418";"112500";"2018-01-01";"2018-12-10"
"2018-12-10 17:39:57";"SEC80122";"PLX304214";"10000";"2018-01-01";"2018-12-10"
"2018-12-10 17:39:57";"SEC80117";"MAX253085";"162500";"2018-01-01";"2018-12-10"
"2018-12-10 17:39:57";"SEC80117";"PLX253086";"10000";"2018-01-01";"2018-12-10"
"2018-12-10 17:39:57";"SEC80117";"PLX253086";"10000";"2018-04-01";"2018-12-10"
"2018-12-10 17:39:57";"";"PLX304336";"10000";"2017-01-01";"2018-12-10"
"2018-12-10 17:39:57";"SEC80117";"PLX253086";"10000";"2018-07-01";"2018-12-10"
"2018-12-10 17:39:57";"SEC80117";"PLX253086";"10000";"2018-10-01";"2018-12-10"
"2018-12-10 17:39:57";"SEC80212";"MAX284378";"112500";"2017-10-01";"2018-12-10"
"2018-12-10 17:39:57";"SEC80212";"PLX304259";"10000";"2017-10-01";"2018-12-10"
"2018-12-10 17:39:57";"SEC80212";"RCX304260";"31250";"2017-10-01";"2018-12-10"
"2018-12-10 17:39:57";"SEC80202";"MAX284322";"112500";"2018-01-01";"2018-12-10"
"2018-12-10 17:39:57";"SEC80202";"PLX304396";"10000";"2018-01-01";"2018-12-10"
"2018-12-10 17:39:57";"SEC80202";"MRX304397";"124200";"2018-01-01";"2018-12-10"
"2018-12-10 17:39:57";"SEC80213";"PLX304226";"10000";"2015-04-01";"2018-12-10"
"2018-12-10 17:39:57";"SEC80213";"MAX284347";"137500";"2015-04-01";"2018-12-10"
"2018-12-10 17:39:57";"";"MAX284436";"112500";"2017-01-01";"2018-12-10"
"2018-12-10 17:39:57";"SEC80213";"PLX304226";"10000";"2015-07-01";"2018-12-10"
"2018-12-10 17:39:57";"SEC80213";"MAX284347";"137500";"2015-07-01";"2018-12-10"
"2018-12-10 17:39:57";"SEC80213";"PLX304226";"10000";"2015-10-01";"2018-12-10"
"2018-12-10 17:39:57";"SEC80213";"MAX284347";"137500";"2015-10-01";"2018-12-10"
"2018-12-10 17:39:57";"SEC80117";"MAX253087";"162500";"2018-01-01";"2018-12-10"
"2018-12-10 17:39:57";"SEC80117";"PLX253088";"10000";"2018-01-01";"2018-12-10"
"2018-12-10 17:39:57";"SEC80117";"PLX253088";"10000";"2018-04-01";"2018-12-10"
"2018-12-10 17:39:57";"SEC80117";"PLX253088";"10000";"2018-07-01";"2018-12-10"
"2018-12-10 17:39:57";"SEC80117";"PLX253088";"10000";"2018-10-01";"2018-12-10"
"2018-12-10 17:39:57";"SEC80309";"MAX284390";"262500";"2018-01-01";"2018-12-10"
"2018-12-10 17:39:57";"";"PLX304337";"10000";"2017-01-01";"2018-12-10"
"2018-12-10 17:39:57";"SEC80309";"MAX284390";"262500";"2018-04-01";"2018-12-10"
"2018-12-10 17:39:57";"SEC80309";"PLX304406";"10000";"2018-01-01";"2018-12-10"
"2018-12-10 17:39:57";"SEC80309";"PLX304406";"10000";"2018-04-01";"2018-12-10"
"2018-12-10 17:39:57";"SEC80309";"MAX284495";"62500";"2018-01-01";"2018-12-10"
"2018-12-10 17:39:57";"SEC80309";"MAX284495";"62500";"2018-04-01";"2018-12-10"
"2018-12-10 17:39:57";"SEC80309";"PLX304408";"10000";"2018-01-01";"2018-12-10"
"2018-12-10 17:39:57";"SEC80309";"PLX304408";"10000";"2018-04-01";"2018-12-10"
"2018-12-10 17:39:57";"";"MRX304466";"40125";"2017-07-01";"2018-12-10"
"2018-12-10 17:39:57";"";"MRX304466";"40125";"2017-10-01";"2018-12-10"
"2018-12-10 17:39:57";"SEC80222";"MAX284360";"162500";"2018-01-01";"2018-12-10"
"2018-12-10 17:39:57";"";"MRX304231";"72813";"2017-07-01";"2018-12-10"
"2018-12-10 17:39:57";"SEC80222";"MAX284360";"162500";"2018-04-01";"2018-12-10"
"2018-12-10 17:39:57";"SEC80222";"MAX284360";"162500";"2018-07-01";"2018-12-10"
"2018-12-10 17:39:57";"SEC80222";"MAX284360";"162500";"2018-10-01";"2018-12-10"
"2018-12-10 17:39:57";"SEC80222";"PLX304464";"10000";"2018-01-01";"2018-12-10"
"2018-12-10 17:39:57";"SEC80222";"PLX304464";"10000";"2018-04-01";"2018-12-10"
"2018-12-10 17:39:57";"SEC80222";"PLX304464";"10000";"2018-07-01";"2018-12-10"
"2018-12-10 17:39:57";"SEC80222";"PLX304464";"10000";"2018-10-01";"2018-12-10"
"2018-12-10 17:39:57";"SEC80222";"MRX304466";"40125";"2018-01-01";"2018-12-10"
"2018-12-10 17:39:57";"SEC80222";"MRX304466";"40125";"2018-04-01";"2018-12-10"
"2018-12-10 17:39:57";"SEC80222";"MRX304466";"40125";"2018-07-01";"2018-12-10"
"2018-12-10 17:39:57";"";"MRX304231";"72813";"2017-10-01";"2018-12-10"
"2018-12-10 17:39:57";"SEC80222";"MRX304466";"40125";"2018-10-01";"2018-12-10"
"2018-12-10 17:39:57";"SEC80309";"MAX284389";"187500";"2018-01-01";"2018-12-10"
"2018-12-10 17:39:57";"SEC80309";"MAX284389";"187500";"2018-04-01";"2018-12-10"
"2018-12-10 17:39:57";"SEC80309";"PLX304407";"10000";"2018-01-01";"2018-12-10"
"2018-12-10 17:39:57";"SEC80309";"PLX304407";"10000";"2018-04-01";"2018-12-10"
"2018-12-10 17:39:57";"SEC80212";"MAX253122";"112500";"2018-01-01";"2018-12-10"
"2018-12-10 17:39:57";"SEC80212";"MAX253122";"112500";"2018-04-01";"2018-12-10"
"2018-12-10 17:39:57";"SEC80212";"MAX253122";"112500";"2018-07-01";"2018-12-10"
"2018-12-10 17:39:57";"SEC80212";"MAX253122";"112500";"2018-10-01";"2018-12-10"
"2018-12-10 17:39:57";"SEC80212";"PLX304279";"10000";"2018-01-01";"2018-12-10"
"2018-12-10 17:39:57";"";"MAX284353";"137500";"2017-01-01";"2018-12-10"
"2018-12-10 17:39:57";"SEC80212";"PLX304279";"10000";"2018-04-01";"2018-12-10"
"2018-12-10 17:39:57";"SEC80212";"PLX304279";"10000";"2018-07-01";"2018-12-10"
"2018-12-10 17:39:57";"SEC80212";"PLX304279";"10000";"2018-10-01";"2018-12-10"
"2018-12-10 17:39:57";"SEC80102";"MAX304249";"162500";"2018-01-01";"2018-12-10"
"2018-12-10 17:39:57";"SEC71222";"MAX284334";"112500";"2018-01-01";"2018-12-10"
"2018-12-10 17:39:57";"SEC71222";"PLX304232";"10000";"2018-01-01";"2018-12-10"
"2018-12-10 17:39:57";"SEC80207";"MAX284373";"162500";"2018-01-01";"2018-12-10"
"2018-12-10 17:39:57";"SEC80207";"PLX304240";"10000";"2018-01-01";"2018-12-10"
"2018-12-10 17:39:57";"";"MAX284397";"187500";"2018-01-01";"2018-12-10"
"2018-12-10 17:39:57";"";"PLX304316";"10000";"2018-01-01";"2018-12-10"
"2018-12-10 17:39:57";"";"MAX284353";"137500";"2017-04-01";"2018-12-10"
"2018-12-10 17:39:57";"SEC80228";"MAX284352";"62500";"2018-01-01";"2018-12-10"
"2018-12-10 17:39:57";"SEC80228";"MAX284352";"62500";"2018-04-01";"2018-12-10"
"2018-12-10 17:39:57";"SEC80228";"MAX284352";"62500";"2018-07-01";"2018-12-10"
"2018-12-10 17:39:57";"SEC80228";"MAX284352";"62500";"2018-10-01";"2018-12-10"
"2018-12-10 17:39:57";"SEC80228";"PLX304292";"10000";"2018-01-01";"2018-12-10"
"2018-12-10 17:39:57";"SEC80228";"PLX304292";"10000";"2018-04-01";"2018-12-10"
"2018-12-10 17:39:57";"SEC80228";"PLX304292";"10000";"2018-07-01";"2018-12-10"
"2018-12-10 17:39:57";"SEC80228";"PLX304292";"10000";"2018-10-01";"2018-12-10"
"2018-12-10 17:39:57";"SEC80105";"MAX284364";"137500";"2018-01-01";"2018-12-10"
"2018-12-10 17:39:57";"SEC80105";"PLX304234";"10000";"2018-01-01";"2018-12-10"
"2018-12-10 17:39:57";"";"MAX284353";"137500";"2017-07-01";"2018-12-10"
"2018-12-10 17:39:57";"SEC80115";"MAX284496";"450000";"2018-01-01";"2018-12-10"
"2018-12-10 17:39:57";"SEC80115";"PLX304174";"40000";"2008-01-01";"2018-12-10"
"2018-12-10 17:39:57";"SEC80115";"MAX284451";"350000";"2018-01-01";"2018-12-10"
"2018-12-10 17:39:57";"SEC80115";"PLX304176";"40000";"2018-01-01";"2018-12-10"
"2018-12-10 17:39:57";"SEC80222";"MAX284355";"112500";"2018-01-01";"2018-12-10"
"2018-12-10 17:39:57";"SEC80222";"PLX304297";"10000";"2018-01-01";"2018-12-10"
"2018-12-10 17:39:57";"SEC80122";"MAX304546";"112500";"2018-01-01";"2018-12-10"
"2018-12-10 17:39:57";"SEC80122";"PLX304547";"10000";"2018-01-01";"2018-12-10"
"2018-12-10 17:39:57";"SEC80202";"PLX304323";"10000";"2017-07-01";"2018-12-10"
"2018-12-10 17:39:57";"SEC80202";"PLX304323";"10000";"2017-10-01";"2018-12-10"
"2018-12-10 17:39:57";"";"MAX284353";"137500";"2017-10-01";"2018-12-10"
"2018-12-10 17:39:57";"SEC80202";"RCX304322";"31250";"2017-07-01";"2018-12-10"
"2018-12-10 17:39:57";"SEC80202";"RCX304322";"31250";"2017-10-01";"2018-12-10"
"2018-12-10 17:39:57";"";"MAX284330";"137500";"2018-01-01";"2018-12-10"
"2018-12-10 17:39:57";"";"MAX284330";"137500";"2018-04-01";"2018-12-10"
"2018-12-10 17:39:57";"";"MAX284330";"137500";"2018-07-01";"2018-12-10"
"2018-12-10 17:39:57";"";"MAX284330";"137500";"2018-10-01";"2018-12-10"
"2018-12-10 17:39:57";"";"PLX304303";"10000";"2018-01-01";"2018-12-10"
"2018-12-10 17:39:57";"";"PLX304303";"10000";"2018-04-01";"2018-12-10"
"2018-12-10 17:39:57";"";"PLX304303";"10000";"2018-07-01";"2018-12-10"
"2018-12-10 17:39:57";"";"PLX304303";"10000";"2018-10-01";"2018-12-10"
"2018-12-10 17:39:57";"DIVERS";"PLX304176";"10000";"2017-07-01";"2018-12-10"
"2018-12-10 17:39:57";"";"PLX304291";"10000";"2017-01-01";"2018-12-10"
"2018-12-10 17:39:57";"SEC80222";"MAX284342";"137500";"2017-07-01";"2018-12-10"
"2018-12-10 17:39:57";"SEC80222";"MAX284342";"137500";"2017-10-01";"2018-12-10"
"2018-12-10 17:39:57";"SEC80222";"PLX304166";"10000";"2017-07-01";"2018-12-10"
"2018-12-10 17:39:57";"SEC80222";"PLX304166";"10000";"2017-10-01";"2018-12-10"
"2018-12-10 17:39:57";"SEC80222";"RCX304165";"31250";"2017-10-01";"2018-12-10"
"2018-12-10 17:39:57";"SEC80222";"MAX284342";"137500";"2018-01-01";"2018-12-10"
"2018-12-10 17:39:57";"SEC80222";"PLX304166";"10000";"2018-01-01";"2018-12-10"
"2018-12-10 17:39:57";"SEC80207";"MAX284440";"37500";"2018-01-01";"2018-12-10"
"2018-12-10 17:39:57";"SEC80207";"MAX284440";"37500";"2018-04-01";"2018-12-10"
"2018-12-10 17:39:57";"SEC80207";"PLX304252";"4000";"2018-01-01";"2018-12-10"
"2018-12-10 17:39:57";"";"PLX304291";"10000";"2017-04-01";"2018-12-10"
"2018-12-10 17:39:57";"SEC80207";"PLX304252";"4000";"2018-04-01";"2018-12-10"
"2018-12-10 17:39:57";"SEC80228";"MAX284350";"112500";"2018-01-01";"2018-12-10"
"2018-12-10 17:39:57";"SEC80228";"PLX304300";"10000";"2018-01-01";"2018-12-10"
"2018-12-10 17:39:57";"SEC80228";"PLX304301";"4000";"2018-01-01";"2018-12-10"
"2018-12-10 17:39:57";"SEC80228";"PLX304301";"4000";"2018-04-01";"2018-12-10"
"2018-12-10 17:39:57";"SEC80228";"PLX304301";"4000";"2018-07-01";"2018-12-10"
"2018-12-10 17:39:57";"SEC80228";"PLX304301";"4000";"2018-10-01";"2018-12-10"
"2018-12-10 17:39:57";"SEC80228";"";"10000";"2015-10-01";"2018-12-10"
"2018-12-10 17:39:57";"SEC80228";"";"62500";"2015-10-01";"2018-12-10"
"2018-12-10 17:39:57";"SEC80228";"";"31250";"2015-10-01";"2018-12-10"
"2018-12-10 17:39:57";"";"PLX304291";"10000";"2017-07-01";"2018-12-10"
"2018-12-10 17:39:57";"SEC80228";"MAX284398";"62500";"2018-01-01";"2018-12-10"
"2018-12-10 17:39:57";"SEC80228";"PLX304357";"10000";"2018-01-01";"2018-12-10"
"2018-12-10 17:39:57";"SEC80207";"MAX284500";"162500";"2018-01-01";"2018-12-10"
"2018-12-10 17:39:57";"SEC80207";"PLX304387";"10000";"2018-01-01";"2018-12-10"
"2018-12-10 17:39:57";"SEC80228";"AUX373893";"211552";"2018-02-23";"2018-12-10"
"2018-12-10 17:39:57";"";"PLX304319";"10000";"2017-01-01";"2018-12-10"
"2018-12-10 17:39:57";"";"PLX304319";"10000";"2017-04-01";"2018-12-10"
"2018-12-10 17:39:57";"";"PLX304319";"10000";"2017-07-01";"2018-12-10"
"2018-12-10 17:39:57";"";"PLX304319";"10000";"2017-10-01";"2018-12-10"
"2018-12-10 17:39:57";"";"RCX304310";"31250";"2017-01-01";"2018-12-10"
"2018-12-10 17:39:57";"";"PLX304291";"10000";"2017-10-01";"2018-12-10"
"2018-12-10 17:39:57";"";"RCX304310";"31250";"2017-04-01";"2018-12-10"
"2018-12-10 17:39:57";"";"MAX304210";"112500";"2018-01-01";"2018-12-10"
"2018-12-10 17:39:57";"";"MAX304210";"112500";"2018-04-01";"2018-12-10"
"2018-12-10 17:39:57";"";"PLX304319";"10000";"2018-01-01";"2018-12-10"
"2018-12-10 17:39:57";"";"PLX304319";"10000";"2018-04-01";"2018-12-10"
"2018-12-10 17:39:57";"SEC81011";"AUX304242";"266548";"2017-01-03";"2018-12-10"
"2018-12-10 17:39:57";"";"AUX304201";"333790";"2016-11-21";"2018-12-10"
"2018-12-10 17:39:57";"";"AUX187656";"-100143";"2016-06-07";"2018-12-10"
"2018-12-10 17:39:57";"";"AUX187656";"1564";"2015-11-16";"2018-12-10"
"2018-12-10 17:39:57";"";"AUX187656";"7342";"2016-04-22";"2018-12-10"
"2018-12-10 17:39:57";"";"MAX284352";"62500";"2017-01-01";"2018-12-10"
"2018-12-10 17:39:57";"";"MRD190700";"135500";"2016-07-01";"2018-12-10"
"2018-12-10 17:39:57";"";"NAX304135";"-98880";"2017-05-04";"2018-12-10"
"2018-12-10 17:39:57";"";"NAX304135";"98880";"2017-05-04";"2018-12-10"
"2018-12-10 17:39:57";"";"NAX314559";"212115";"2017-06-15";"2018-12-10"
"2018-12-10 17:39:57";"";"NAX314559";"212115";"2017-09-15";"2018-12-10"
"2018-12-10 17:39:57";"";"NAX314559";"212115";"2017-12-15";"2018-12-10"
"2018-12-10 17:39:57";"SEC80426";"NAX284493";"362432";"2017-12-07";"2018-12-10"
"2018-12-10 17:39:57";"";"AUX373977";"12050";"2018-10-05";"2018-12-10"
"2018-12-10 17:39:57";"";"AUX253115";"43399";"2018-07-01";"2018-12-10"
"2018-12-10 17:39:57";"SEC 81031";"AUX304369";"124976";"2018-03-28";"2018-12-10"
"2018-12-10 17:39:57";"";"MAX284352";"62500";"2017-04-01";"2018-12-10"
"2018-12-10 17:39:57";"SEC80831";"AUX304185";"1456746";"2018-10-04";"2018-12-10"
"2018-12-10 17:39:57";"SEC81019";"AUX187656";"65190";"2018-08-28";"2018-12-10"
"2018-12-10 17:39:57";"SEC81105";"AUX253104";"288382";"2018-07-01";"2018-12-10"
"2018-12-10 17:39:57";"SEC80831";"AUX374011";"242547";"2018-10-01";"2018-12-10"
"2018-12-10 17:39:57";"";"AUX304511";"203237";"2017-12-15";"2018-12-10"
"2018-12-10 17:39:57";"SEC81004";"AUX304186";"140295";"2018-10-05";"2018-12-10"
"2018-12-10 17:39:57";"SEC81022";"AUX284477";"125783";"2018-04-13";"2018-12-10"
"2018-12-10 17:39:57";"SEC81019";"AUX284477";"174931";"2018-06-28";"2018-12-10"
"2018-12-10 17:39:57";"";"MAX284478";"226500";"2018-10-01";"2018-12-10"
"2018-12-10 17:39:57";"";"MAX284455";"137500";"2018-10-01";"2018-12-10"
"2018-12-10 17:39:57";"";"MAX284352";"62500";"2017-07-01";"2018-12-10"
"2018-12-10 17:39:57";"";"PLX304443";"10000";"2018-10-01";"2018-12-10"
"2018-12-10 17:39:57";"";"MAX284455";"100000";"2017-10-31";"2018-12-10"
"2018-12-10 17:39:57";"";"AUX304526";"591436";"2018-01-01";"2018-12-10"
"2018-12-10 17:39:57";"";"AUX373997";"188515";"2018-08-27";"2018-12-10"
"2018-12-10 17:39:57";"";"AUX373894";"102610";"2018-02-26";"2018-12-10"
"2018-12-10 17:39:57";"SEC80831";"MAX373939";"137500";"2018-01-01";"2018-12-10"
"2018-12-10 17:39:57";"SEC81011";"MAX284357";"137500";"2018-01-01";"2018-12-10"
"2018-12-10 17:39:57";"SEC81011";"MAX284357";"137500";"2018-04-01";"2018-12-10"
"2018-12-10 17:39:57";"SEC81011";"MAX284357";"137500";"2018-07-01";"2018-12-10"
"2018-12-10 17:39:57";"SEC81011";"MAX284357";"137500";"2018-10-01";"2018-12-10"
"2018-12-10 17:39:57";"";"MAX284352";"62500";"2017-10-01";"2018-12-10"
"2018-12-10 17:39:57";"SEC81011";"PLX304168";"10000";"2018-01-01";"2018-12-10"
"2018-12-10 17:39:57";"SEC81011";"PLX304168";"10000";"2018-04-01";"2018-12-10"
"2018-12-10 17:39:57";"SEC81011";"PLX304168";"10000";"2018-07-01";"2018-12-10"
"2018-12-10 17:39:57";"SEC81011";"PLX304168";"10000";"2018-10-01";"2018-12-10"
"2018-12-10 17:39:57";"SEC81011";"AUX304242";"252886";"2018-01-01";"2018-12-10"
"2018-12-10 17:39:57";"";"PLX304168";"10000";"2015-10-01";"2018-12-10"
"2018-12-10 17:39:57";"";"MAX284357";"137500";"2015-10-01";"2018-12-10"
"2018-12-10 17:39:57";"";"RCX304169";"31250";"2015-10-01";"2018-12-10"
"2018-12-10 17:39:57";"";"MAX304210";"112500";"2018-07-01";"2018-12-10"
"2018-12-10 17:39:57";"";"PLX304319";"10000";"2018-07-01";"2018-12-10"
"2018-12-10 17:39:57";"";"PLX304292";"10000";"2017-01-01";"2018-12-10"
"2018-12-10 17:39:57";"";"PLX304319";"10000";"2018-10-01";"2018-12-10"
"2018-12-10 17:39:57";"SEC81019";"MAX284355";"112500";"2018-10-01";"2018-12-10"
"2018-12-10 17:39:57";"SEC81019";"PLX304297";"10000";"2018-10-01";"2018-12-10"
"2018-12-10 17:39:57";"SEC80709";"MAX284517";"137500";"2018-07-01";"2018-12-10"
"2018-12-10 17:39:57";"SEC80709";"PLX304284";"10000";"2018-10-01";"2018-12-10"
"2018-12-10 17:39:57";"SEC80709";"MAX284519";"112500";"2018-07-01";"2018-12-10"
"2018-12-10 17:39:57";"SEC80709";"MAX304131";"137500";"2018-07-01";"2018-12-10"
"2018-12-10 17:39:57";"SEC80709";"MAX284502";"443750";"2018-01-01";"2018-12-10"
"2018-12-10 17:39:57";"SEC80709";"PLX373896";"24000";"2018-01-01";"2018-12-10"
"2018-12-10 17:39:57";"SEC80709";"MAX304131";"137500";"2017-10-01";"2018-12-10"
"2018-12-10 17:39:57";"";"PLX304292";"10000";"2017-04-01";"2018-12-10"
"2018-12-10 17:39:57";"SEC80709";"MAX284517";"137500";"2017-10-01";"2018-12-10"
"2018-12-10 17:39:57";"SEC80709";"MAX284519";"112500";"2017-10-01";"2018-12-10"
"2018-12-10 17:39:57";"SEC80709";"MAX284502";"425000";"2017-10-01";"2018-12-10"
"2018-12-10 17:39:57";"SEC80122";"";"10000";"2016-10-01";"2018-12-10"
"2018-12-10 17:39:57";"SEC80122";"";"500000";"2016-07-01";"2018-12-10"
"2018-12-10 17:39:57";"SEC80122";"";"28000";"2016-10-01";"2018-12-10"
"2018-12-10 17:39:57";"SEC80122";"";"500000";"2016-10-01";"2018-12-10"
"2018-12-10 17:39:57";"SEC80221";"PLX304382";"10000";"2018-01-01";"2018-12-10"
"2018-12-10 17:39:57";"SEC80221";"PLX304382";"10000";"2018-04-01";"2018-12-10"
"2018-12-10 17:39:57";"SEC80221";"PLX304382";"10000";"2018-07-01";"2018-12-10"
"2018-12-10 17:39:57";"";"MAX253122";"112500";"2017-04-01";"2018-12-10"
"2018-12-10 17:39:57";"DIVERS";"MAX284421";"137500";"2017-01-01";"2018-12-10"
"2018-12-10 17:39:57";"";"PLX304292";"10000";"2017-07-01";"2018-12-10"
"2018-12-10 17:39:57";"SEC80221";"PLX304382";"10000";"2018-10-01";"2018-12-10"
"2018-12-10 17:39:57";"SEC80221";"";"125000";"2016-01-01";"2018-12-10"
"2018-12-10 17:39:57";"SEC81010";"MAX284358";"112500";"2018-07-01";"2018-12-10"
"2018-12-10 17:39:57";"SEC81010";"PLX304218";"10000";"2018-07-01";"2018-12-10"
"2018-12-10 17:39:57";"SEC81010";"MAX304339";"62500";"2018-07-01";"2018-12-10"
"2018-12-10 17:39:57";"SEC81010";"PLX304340";"10000";"2018-07-01";"2018-12-10"
"2018-12-10 17:39:57";"SEC81010";"MAX304534";"62500";"2018-07-01";"2018-12-10"
"2018-12-10 17:39:57";"SEC81010";"PLX304533";"10000";"2018-07-01";"2018-12-10"
"2018-12-10 17:39:57";"";"MAX284415";"112500";"2018-04-01";"2018-12-10"
"2018-12-10 17:39:57";"SEC81010";"MAX284364";"137500";"2018-10-01";"2018-12-10"
"2018-12-10 17:39:57";"";"PLX304292";"10000";"2017-10-01";"2018-12-10"
"2018-12-10 17:39:57";"SEC81023";"MAX304150";"137500";"2018-10-01";"2018-12-10"
"2018-12-10 17:39:57";"SEC81023";"MAX304256";"62500";"2018-10-01";"2018-12-10"
"2018-12-10 17:39:57";"SEC81023";"MAX304544";"112500";"2018-10-01";"2018-12-10"
"2018-12-10 17:39:57";"SEC81023";"MRD304163";"52587";"2018-10-01";"2018-12-10"
"2018-12-10 17:39:57";"";"MAX284391";"112500";"2018-04-01";"2018-12-10"
"2018-12-10 17:39:57";"SEC80727";"MAX284402";"112500";"2018-10-01";"2018-12-10"
"2018-12-10 17:39:57";"SEC80727";"PLX373930";"10000";"2018-04-01";"2018-12-10"
"2018-12-10 17:39:57";"SEC80727";"PLX373930";"10000";"2018-07-01";"2018-12-10"
"2018-12-10 17:39:57";"SEC80727";"PLX373930";"10000";"2018-10-01";"2018-12-10"
"2018-12-10 17:39:57";"SEC80727";"MAX284403";"62500";"2018-10-01";"2018-12-10"
"2018-12-10 17:39:57";"";"RCX304293";"31250";"2017-01-01";"2018-12-10"
"2018-12-10 17:39:57";"SEC80727";"PLX373931";"10000";"2018-04-01";"2018-12-10"
"2018-12-10 17:39:57";"SEC80727";"PLX373931";"10000";"2018-07-01";"2018-12-10"
"2018-12-10 17:39:57";"SEC80727";"PLX373931";"10000";"2018-10-01";"2018-12-10"
